user_id,govtrack,title,short_title,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,state
124224165,400414,Representative,Rep.,Fred,NA,Upton,NA,1953-04-23,M,R,MI
242873057,412405,Representative,Rep.,Scott,NA,Tipton,NA,1956-11-09,M,R,CO
84119348,412319,Representative,Rep.,Paul,NA,Tonko,NA,1949-06-18,M,D,NY
18967498,412317,Representative,Rep.,Glenn,NA,Thompson,NA,1959-07-27,M,R,PA
242892689,412254,Representative,Rep.,Niki,NA,Tsongas,NA,1946-04-26,F,D,MA
51228911,400411,Representative,Rep.,Michael,R.,Turner,NA,1960-01-11,M,R,OH
221162525,400408,"Senator, 3rd Class",Sen.,Patrick,J.,Toomey,NA,1961-11-17,M,R,PA
303861808,400403,Representative,Rep.,Mike,NA,Thompson,NA,1951-01-24,M,D,CA
296361085,400546,"Senator, 3rd Class",Sen.,John,NA,Thune,NA,1961-01-07,M,R,SD
377534571,400404,Representative,Rep.,William,M.,Thornberry,NA,1958-07-15,M,R,TX
82453460,400402,Representative,Rep.,Bennie,NA,Thompson,NA,1948-01-28,M,D,MS
234797704,412417,Representative,Rep.,Austin,NA,Scott,NA,1969-12-10,M,R,GA
211420609,412461,Representative,Rep.,Steve,NA,Stivers,NA,1965-03-24,M,R,OH
381152398,412396,Representative,Rep.,Terri,NA,Sewell,NA,1965-01-01,F,D,AL
217543151,412471,"Senator, 3rd Class",Sen.,Tim,NA,Scott,NA,1965-09-19,M,R,SC
229197216,412399,Representative,Rep.,David,NA,Schweikert,NA,1962-03-03,M,R,AZ
109287731,412323,"Senator, 2nd Class",Sen.,Jeanne,NA,Shaheen,NA,1947-01-28,F,D,NH
20545793,412315,Representative,Rep.,Kurt,NA,Schrader,NA,1951-10-19,M,D,OR
NA,412312,Delegate,Del.,Gregorio,Kilili Camacho,Sablan,NA,1955-01-19,M,D,MP
1209417007,412261,Representative,Rep.,Steve,NA,Scalise,NA,1965-10-06,M,R,LA
24913074,412259,Representative,Rep.,Jackie,NA,Speier,NA,1950-05-14,F,D,CA
296245061,412217,Representative,Rep.,Adrian,NA,Smith,NA,1970-12-19,M,R,NE
18696134,412186,Representative,Rep.,Albio,NA,Sires,NA,1951-01-26,M,D,NJ
168673083,400363,Representative,Rep.,David,NA,Scott,NA,1945-06-27,M,D,GA
312134473,400355,Representative,Rep.,Linda,T.,Sánchez,NA,1969-01-28,F,D,CA
22527499,409888,Representative,Rep.,Bill,NA,Shuster,NA,1961-01-10,M,R,PA
29501253,400361,Representative,Rep.,Adam,B.,Schiff,NA,1960-06-22,M,D,CA
76132891,400376,Representative,Rep.,Mike,NA,Simpson,NA,1950-09-08,M,R,ID
24195214,400360,Representative,Rep.,Jan,NA,Schakowsky,NA,1944-05-26,F,D,IL
15856366,400381,Representative,Rep.,Lamar,NA,Smith,NA,1947-11-19,M,R,TX
58928690,400379,Representative,Rep.,Adam,NA,Smith,NA,1965-06-15,M,D,WA
15600527,400373,Representative,Rep.,John,NA,Shimkus,NA,1958-02-21,M,R,IL
30216513,400371,Representative,Rep.,Brad,NA,Sherman,NA,1954-10-24,M,D,CA
21111098,300089,"Senator, 3rd Class",Sen.,Richard,C.,Shelby,NA,1934-05-06,M,R,AL
24735461,400367,Representative,Rep.,Pete,NA,Sessions,NA,1955-03-22,M,R,TX
33563161,400366,Representative,Rep.,José,E.,Serrano,NA,1943-10-24,M,D,NY
851621377,400365,Representative,Rep.,F.,James,Sensenbrenner,NA,1943-06-14,M,R,WI
161791703,400364,Representative,Rep.,Robert,C.,Scott,NA,1947-04-30,M,D,VA
29442313,400357,"Senator, 1st Class",Sen.,Bernard,NA,Sanders,NA,1941-09-08,M,I,VT
229966028,412491,"Senator, 3rd Class",Sen.,Marco,NA,Rubio,NA,1971-05-28,M,R,FL
33655490,412411,Representative,Rep.,Dennis,NA,Ross,NA,1959-10-18,M,R,FL
17544524,412426,Representative,Rep.,Todd,NA,Rokita,NA,1970-02-09,M,R,IN
224294785,412394,Representative,Rep.,Martha,NA,Roby,NA,1976-07-27,F,R,AL
267854863,412432,Representative,Rep.,Cedric,NA,Richmond,NA,1973-09-13,M,D,LA
236916916,412462,Representative,Rep.,Jim,NA,Renacci,NA,1958-12-03,M,R,OH
252819323,412393,Representative,Rep.,Tom,NA,Reed,NA,1971-11-18,M,R,NY
23970171,412311,Representative,Rep.,Tom,NA,Rooney,NA,1970-11-21,M,R,FL
52503751,412310,Representative,Rep.,Phil,NA,Roe,NA,1945-07-21,M,R,TN
20015903,412202,Representative,Rep.,Peter,NA,Roskam,NA,1961-09-13,M,R,IL
16102244,400660,Representative,Rep.,Dave,NA,Reichert,NA,1950-08-29,M,R,WA
13491312,400352,Representative,Rep.,Tim,NA,Ryan,NA,1973-07-16,M,D,OH
305620929,400349,Representative,Rep.,C.A. Dutch,NA,Ruppersberger,NA,1946-01-31,M,D,MD
33977070,400341,Representative,Rep.,Mike,D.,Rogers,NA,1958-07-16,M,R,AL
18916432,400351,Representative,Rep.,Paul,D.,Ryan,NA,1970-01-29,M,R,WI
305216911,400350,Representative,Rep.,Bobby,L.,Rush,NA,1946-11-23,M,D,IL
246769138,400348,Representative,Rep.,Edward,NA,Royce,NA,1951-10-12,M,R,CA
479872233,400347,Representative,Rep.,Lucille,NA,Roybal-Allard,NA,1941-06-12,F,D,CA
14275291,400344,Representative,Rep.,Ileana,NA,Ros-Lehtinen,NA,1952-07-15,F,R,FL
550401754,400340,Representative,Rep.,Harold,NA,Rogers,NA,1937-12-31,M,R,KY
75364211,300083,"Senator, 2nd Class",Sen.,Pat,NA,Roberts,NA,1936-04-20,M,R,KS
486694111,300081,"Senator, 2nd Class",Sen.,Jack,NA,Reed,NA,1949-11-12,M,D,RI
56864092,412331,Representative,Rep.,Mike,NA,Quigley,NA,1958-10-17,M,D,IL
NA,412492,"Senator, 3rd Class",Sen.,Rand,NA,Paul,NA,1963-01-07,M,R,KY
299883942,412443,Representative,Rep.,Steven,NA,Palazzo,NA,1970-02-21,M,R,MS
25086658,412309,Representative,Rep.,Bill,NA,Posey,NA,1947-12-18,M,R,FL
14984637,412307,Representative,Rep.,Chellie,NA,Pingree,NA,1955-04-02,F,D,ME
236511574,412305,"Senator, 2nd Class",Sen.,Gary,NA,Peters,NA,1958-12-01,M,D,MI
17513304,412303,Representative,Rep.,Erik,NA,Paulsen,NA,1965-05-14,M,R,MN
20552026,412192,Representative,Rep.,Ed,NA,Perlmutter,NA,1953-05-01,M,D,CO
74198348,400652,Representative,Rep.,Ted,NA,Poe,NA,1948-09-10,M,R,TX
235271965,400313,Representative,Rep.,Steve,NA,Pearce,NA,1947-08-24,M,R,NM
155669457,400326,Representative,Rep.,David,E.,Price,NA,1940-08-17,M,D,NC
18915145,400325,"Senator, 3rd Class",Sen.,Rob,NA,Portman,NA,1955-12-19,M,R,OH
15764644,400314,Representative,Rep.,Nancy,NA,Pelosi,NA,1940-03-26,F,D,CA
74508260,400309,Representative,Rep.,Bill,NA,Pascrell,Jr.,1937-01-25,M,D,NJ
31801993,400308,Representative,Rep.,Frank,NA,Pallone,NA,1951-10-30,M,D,NJ
20053279,412302,Representative,Rep.,Pete,NA,Olson,NA,1962-12-09,M,R,TX
235251868,412475,Representative,Rep.,Kristi,NA,Noem,NA,1971-11-30,F,R,SD
344972339,400297,Representative,Rep.,Devin,NA,Nunes,NA,1973-10-01,M,R,CA
161411080,400290,Representative,Rep.,Grace,F.,Napolitano,NA,1936-12-04,F,D,CA
23600262,400295,Delegate,Del.,Eleanor,Holmes,Norton,NA,1937-06-13,F,D,DC
20597460,300078,"Senator, 1st Class",Sen.,Bill,NA,Nelson,NA,1942-09-29,M,D,FL
442824717,400291,Representative,Rep.,Richard,E.,Neal,NA,1949-02-14,M,D,MA
40302336,400289,Representative,Rep.,Jerrold,NA,Nadler,NA,1947-06-13,M,D,NY
234374703,412391,"Senator, 1st Class",Sen.,Joe,NA,Manchin,III,1947-08-24,M,D,WV
240427862,412487,Representative,Rep.,David,NA,McKinley,NA,1947-03-28,M,R,WV
240363117,412468,Representative,Rep.,Tom,NA,Marino,NA,1952-08-15,M,R,PA
50152441,412295,Representative,Rep.,Tom,NA,McClintock,NA,1956-07-10,M,R,CA
29201047,412325,"Senator, 2nd Class",Sen.,Jeff,NA,Merkley,NA,1956-10-24,M,D,OR
57065141,412243,"Senator, 1st Class",Sen.,Claire,NA,McCaskill,NA,1953-07-24,F,D,MO
385429543,412189,Representative,Rep.,Jerry,NA,McNerney,NA,1951-06-18,M,D,CA
38254095,400663,Representative,Rep.,Doris,NA,Matsui,NA,1944-09-25,F,D,CA
22669526,400661,Representative,Rep.,Gwen,NA,Moore,NA,1951-04-18,F,D,WI
17976923,400659,Representative,Rep.,Cathy,NA,McMorris Rodgers,NA,1969-05-22,F,R,WA
23976316,400656,Representative,Rep.,Kenny,NA,Marchant,NA,1951-02-23,M,R,TX
26424123,400654,Representative,Rep.,Michael,NA,McCaul,NA,1962-01-14,M,R,TX
27676828,400644,Representative,Rep.,Patrick,T.,McHenry,NA,1975-10-22,M,R,NC
18061669,300075,"Senator, 3rd Class",Sen.,Lisa,NA,Murkowski,NA,1957-05-22,F,R,AK
516880804,400259,Representative,Rep.,Betty,NA,McCollum,NA,1954-07-12,F,D,MN
22812754,400271,Representative,Rep.,Gregory,W.,Meeks,NA,1953-09-25,M,D,NY
293131808,300076,"Senator, 3rd Class",Sen.,Patty,NA,Murray,NA,1950-10-11,F,D,WA
18632666,400284,"Senator, 3rd Class",Sen.,Jerry,NA,Moran,NA,1954-05-29,M,R,KS
18695134,400272,"Senator, 1st Class",Sen.,Robert,NA,Menendez,NA,1954-01-01,M,D,NJ
339822881,300072,"Senator, 2nd Class",Sen.,Mitch,NA,McConnell,NA,1942-02-20,M,R,KY
242426145,400263,Representative,Rep.,Jim,NA,McGovern,NA,1959-11-20,M,D,MA
19394188,300071,"Senator, 3rd Class",Sen.,John,NA,McCain,NA,1936-08-29,M,R,AZ
21406834,400253,"Senator, 2nd Class",Sen.,Edward,J.,Markey,NA,1946-07-11,M,D,MA
258900199,400251,Representative,Rep.,Carolyn,B.,Maloney,NA,1946-02-19,F,D,NY
88784440,412495,"Senator, 3rd Class",Sen.,Mike,NA,Lee,NA,1971-06-04,M,R,UT
225921757,412464,"Senator, 3rd Class",Sen.,James,NA,Lankford,NA,1968-03-04,M,R,OK
246341769,412419,Representative,Rep.,Raúl,NA,Labrador,NA,1967-12-08,M,R,ID
19318314,412293,Representative,Rep.,Ben,Ray,Luján,NA,1972-06-07,M,D,NM
1849261916,412292,Representative,Rep.,Blaine,NA,Luetkemeyer,NA,1952-05-07,M,R,MO
613725908,412290,Representative,Rep.,Leonard,NA,Lance,NA,1952-06-25,M,R,NJ
15394954,412256,Representative,Rep.,Robert,E.,Latta,NA,1956-04-18,M,R,OH
510516465,412209,Representative,Rep.,Dave,NA,Loebsack,NA,1952-12-23,M,D,IA
584012853,412191,Representative,Rep.,Doug,NA,Lamborn,NA,1954-05-24,M,R,CO
1009269193,400630,Representative,Rep.,Daniel,NA,Lipinski,NA,1966-07-15,M,D,IL
310310133,400249,Representative,Rep.,Stephen,F.,Lynch,NA,1955-03-31,M,D,MA
18909919,400230,Representative,Rep.,Jim,NA,Langevin,NA,1964-04-22,M,D,RI
50452197,400233,Representative,Rep.,John,B.,Larson,NA,1948-07-22,M,D,CT
241207373,400244,Representative,Rep.,Frank,A.,LoBiondo,NA,1946-05-12,M,R,NJ
248735463,400237,Representative,Rep.,Barbara,NA,Lee,NA,1946-07-16,F,D,CA
242772524,400247,Representative,Rep.,Frank,D.,Lucas,NA,1960-01-06,M,R,OK
221792092,400246,Representative,Rep.,Nita,M.,Lowey,NA,1937-07-05,F,D,NY
267938462,400245,Representative,Rep.,Zoe,NA,Lofgren,NA,1947-12-21,F,D,CA
29450962,400240,Representative,Rep.,John,NA,Lewis,NA,1940-02-21,M,D,GA
25781141,400238,Representative,Rep.,Sander,M.,Levin,NA,1931-09-06,M,D,MI
242836537,300065,"Senator, 3rd Class",Sen.,Patrick,J.,Leahy,NA,1940-03-31,M,D,VT
219429281,412421,Representative,Rep.,Adam,NA,Kinzinger,NA,1978-02-27,M,R,IL
935368364,412465,Representative,Rep.,Mike,NA,Kelly,NA,1948-05-10,M,R,PA
232992031,412435,Representative,Rep.,Bill,NA,Keating,NA,1952-09-06,M,D,MA
48117116,400220,Representative,Rep.,Steve,NA,King,NA,1949-05-28,M,R,IA
18277655,400219,Representative,Rep.,Peter,T.,King,NA,1944-04-05,M,R,NY
112740986,400218,Representative,Rep.,Ron,NA,Kind,NA,1963-03-16,M,D,WI
581141508,400211,Representative,Rep.,Marcy,NA,Kaptur,NA,1946-06-17,F,D,OH
233737858,412496,"Senator, 3rd Class",Sen.,Ron,NA,Johnson,NA,1955-04-08,M,R,WI
211530910,412460,Representative,Rep.,Bill,NA,Johnson,NA,1954-11-10,M,R,OH
19658173,412284,Representative,Rep.,Lynn,NA,Jenkins,NA,1963-06-10,F,R,KS
18166778,412226,Representative,Rep.,Jim,NA,Jordan,NA,1964-02-17,M,R,OH
24745957,412199,Representative,Rep.,Hank,NA,Johnson,NA,1954-10-02,M,D,GA
NA,412741,"Senator, 2nd Class",Sen.,Doug,NA,Jones,NA,1954-05-04,M,D,AL
26778110,400209,Representative,Rep.,Walter,B.,Jones,NA,1943-02-10,M,R,NC
249288197,400206,Representative,Rep.,Sam,NA,Johnson,NA,1930-10-11,M,R,TX
168502762,400204,Representative,Rep.,Eddie,Bernice,Johnson,NA,1935-12-03,F,D,TX
80612021,400199,Representative,Rep.,Sheila,NA,Jackson Lee,NA,1950-01-12,F,D,TX
22509548,400196,Representative,Rep.,Darrell,NA,Issa,NA,1953-11-01,M,R,CA
20546536,300055,"Senator, 2nd Class",Sen.,James,M.,Inhofe,NA,1934-11-17,M,R,OK
382791093,412494,"Senator, 3rd Class",Sen.,John,NA,Hoeven,NA,1957-03-13,M,R,ND
237814920,412422,Representative,Rep.,Randy,NA,Hultgren,NA,1966-03-01,M,R,IL
233949261,412437,Representative,Rep.,Bill,NA,Huizenga,NA,1969-01-31,M,R,MI
242926427,412486,Representative,Rep.,Jaime,NA,Herrera Beutler,NA,1978-11-03,F,R,WA
237763317,412444,Representative,Rep.,Vicky,NA,Hartzler,NA,1960-10-13,F,R,MO
1305596696,412283,Representative,Rep.,Duncan,D.,Hunter,NA,1976-12-07,M,R,CA
31611298,412282,Representative,Rep.,Jim,NA,Himes,NA,1966-07-05,M,D,CT
1099199839,412281,"Senator, 1st Class",Sen.,Martin,NA,Heinrich,NA,1971-10-17,M,D,NM
23712174,412280,Representative,Rep.,Gregg,NA,Harper,NA,1956-06-01,M,R,MS
92186819,412200,"Senator, 1st Class",Sen.,Mazie,K.,Hirono,NA,1947-11-03,F,D,HI
266133081,412218,"Senator, 1st Class",Sen.,Dean,NA,Heller,NA,1960-05-10,M,R,NV
33576489,400641,Representative,Rep.,Brian,NA,Higgins,NA,1959-10-06,M,D,NY
18566912,400175,Representative,Rep.,Jeb,NA,Hensarling,NA,1957-05-29,M,R,TX
22012091,400189,Representative,Rep.,Steny,H.,Hoyer,NA,1939-06-14,M,D,MD
262756641,300052,"Senator, 1st Class",Sen.,Orrin,G.,Hatch,NA,1934-03-22,M,R,UT
2433737761,400170,Representative,Rep.,Alcee,L.,Hastings,NA,1936-09-05,M,D,FL
234057152,412485,Representative,Rep.,Morgan,NA,Griffith,NA,1958-03-15,M,R,VA
237348797,412473,Representative,Rep.,Trey,NA,Gowdy,NA,1964-08-22,M,R,SC
240760644,412397,Representative,Rep.,Paul,NA,Gosar,NA,1958-11-22,M,R,AZ
234822928,412463,Representative,Rep.,Bob,NA,Gibbs,NA,1954-06-14,M,R,OH
235217558,412406,"Senator, 2nd Class",Sen.,Cory,NA,Gardner,NA,1974-08-22,M,R,CO
190328374,412388,Representative,Rep.,Tom,NA,Graves,NA,1970-02-03,M,R,GA
88806753,412382,Representative,Rep.,John,NA,Garamendi,NA,1945-01-24,M,D,CA
156333623,400653,Representative,Rep.,Al,NA,Green,NA,1947-09-01,M,D,TX
22055226,400651,Representative,Rep.,Louie,NA,Gohmert,NA,1953-08-18,M,R,TX
28602948,400162,Representative,Rep.,Raúl,M.,Grijalva,NA,1948-02-19,M,D,AZ
36948268,400163,Representative,Rep.,Luis,V.,Gutiérrez,NA,1953-12-10,M,D,IL
111635527,400160,Representative,Rep.,Gene,NA,Green,NA,1947-10-17,M,D,TX
10615232,300048,"Senator, 3rd Class",Sen.,Charles,E.,Grassley,NA,1933-09-17,M,R,IA
161743731,400157,Representative,Rep.,Kay,NA,Granger,NA,1943-01-18,F,R,TX
14845376,300047,"Senator, 2nd Class",Sen.,Lindsey,NA,Graham,NA,1955-07-09,M,R,SC
37920978,400154,Representative,Rep.,Robert,W.,Goodlatte,NA,1952-09-22,M,R,VA
237312687,412480,Representative,Rep.,Bill,NA,Flores,NA,1954-02-25,M,R,TX
235190657,412476,Representative,Rep.,Chuck,NA,Fleischmann,NA,1962-10-11,M,R,TN
153486399,412327,Representative,Rep.,Marcia,L.,Fudge,NA,1952-10-29,F,D,OH
16256269,400643,Representative,Rep.,Virginia,NA,Foxx,NA,1943-06-29,F,R,NC
18805303,400640,Representative,Rep.,Jeff,NA,Fortenberry,NA,1960-12-27,M,R,NE
16056306,400134,"Senator, 1st Class",Sen.,Jeff,NA,Flake,NA,1962-12-31,M,R,AZ
476256944,300043,"Senator, 1st Class",Sen.,Dianne,NA,Feinstein,NA,1933-06-22,F,D,CA
14135426,412215,Representative,Rep.,Keith,NA,Ellison,NA,1963-08-04,M,D,MN
291756142,300041,"Senator, 2nd Class",Sen.,Michael,B.,Enzi,NA,1944-02-01,M,R,WY
249348006,400124,Representative,Rep.,Anna,G.,Eshoo,NA,1942-12-13,F,D,CA
164007407,400122,Representative,Rep.,Eliot,L.,Engel,NA,1947-02-18,M,D,NY
235312723,412477,Representative,Rep.,Scott,NA,DesJarlais,NA,1964-02-21,M,R,TN
240393970,412472,Representative,Rep.,Jeffrey,NA,Duncan,NA,1966-01-07,M,R,SC
234022257,412488,Representative,Rep.,Sean,NA,Duffy,NA,1971-10-03,M,R,WI
248699486,412403,Representative,Rep.,Jeffrey,NA,Denham,NA,1967-07-29,M,R,CA
137794015,412385,Representative,Rep.,Ted,NA,Deutch,NA,1966-05-07,M,D,FL
216503958,412205,"Senator, 1st Class",Sen.,Joe,NA,Donnelly,NA,1955-09-28,M,D,IN
37094727,400108,Representative,Rep.,Mario,NA,Diaz-Balart,NA,1961-09-25,M,R,FL
247334603,300038,"Senator, 2nd Class",Sen.,Richard,J.,Durbin,NA,1944-11-21,M,D,IL
1883356866,400116,Representative,Rep.,John,J.,Duncan,Jr.,1947-07-21,M,R,TN
39249305,400114,Representative,Rep.,Mike,NA,Doyle,NA,1953-08-05,M,D,PA
153944899,400111,Representative,Rep.,Lloyd,NA,Doggett,NA,1946-10-06,M,D,TX
140519774,400103,Representative,Rep.,Rosa,NA,DeLauro,NA,1943-03-02,F,D,CT
28599820,400101,Representative,Rep.,Diana,NA,DeGette,NA,1957-07-29,F,D,CO
252249233,400100,Representative,Rep.,Peter,A.,DeFazio,NA,1947-05-27,M,D,OR
435500714,412390,"Senator, 2nd Class",Sen.,Christopher,A.,Coons,NA,1963-09-09,M,D,DE
233693291,412400,Representative,Rep.,Rick,NA,Crawford,NA,1966-01-22,M,R,AR
462143773,412470,Representative,Rep.,David,NA,Cicilline,NA,1961-07-15,M,D,RI
193732179,412379,Representative,Rep.,Judy,NA,Chu,NA,1953-07-07,F,D,CA
78445977,412272,Representative,Rep.,Gerald,E.,Connolly,NA,1950-03-30,M,D,VA
199325935,412258,Representative,Rep.,André,NA,Carson,NA,1974-10-16,M,D,IN
73303753,412248,"Senator, 1st Class",Sen.,Bob,NA,Corker,NA,1952-08-24,M,R,TN
171598736,412246,"Senator, 1st Class",Sen.,Bob,NA,Casey,NA,1960-04-13,M,D,PA
85396297,412193,Representative,Rep.,Joe,NA,Courtney,NA,1953-04-06,M,D,CT
162069635,412236,Representative,Rep.,Steve,NA,Cohen,NA,1949-05-24,M,D,TN
240812994,412221,Representative,Rep.,Yvette,D.,Clarke,NA,1964-11-21,F,D,NY
210926192,400657,Representative,Rep.,Henry,NA,Cuellar,NA,1955-09-19,M,D,TX
295685416,400655,Representative,Rep.,K.,Michael,Conaway,NA,1948-06-11,M,R,TX
163570705,400639,Representative,Rep.,Emanuel,NA,Cleaver,II,1944-10-26,M,D,MO
245451804,400618,Representative,Rep.,Jim,NA,Costa,NA,1952-04-13,M,D,CA
13218102,300027,"Senator, 2nd Class",Sen.,John,NA,Cornyn,NA,1952-02-02,M,R,TX
23124635,400077,Representative,Rep.,Tom,NA,Cole,NA,1949-04-28,M,R,OK
18030431,400068,Representative,Rep.,John,NA,Carter,NA,1941-11-06,M,R,TX
NA,400074,Representative,Rep.,William,Lacy,Clay,NA,1956-07-27,M,D,MO
193794406,400061,"Senator, 2nd Class",Sen.,Shelley,Moore,Capito,NA,1953-11-26,F,R,WV
111635980,400087,Representative,Rep.,Joseph,NA,Crowley,NA,1962-03-16,M,D,NY
747806211983179776,400063,Representative,Rep.,Michael,E.,Capuano,NA,1952-01-09,M,D,MA
19726613,300025,"Senator, 2nd Class",Sen.,Susan,NA,Collins,NA,1952-12-07,F,R,ME
787373558,400090,Representative,Rep.,Elijah,E.,Cummings,NA,1951-01-18,M,D,MD
600463589,300030,"Senator, 3rd Class",Sen.,Michael,D.,Crapo,NA,1951-05-20,M,R,ID
22523087,400081,Representative,Rep.,Jim,NA,Cooper,NA,1954-06-19,M,D,TN
188019606,400075,Representative,Rep.,James,E.,Clyburn,NA,1940-07-21,M,D,SC
237750442,400071,Representative,Rep.,Steven,J.,Chabot,NA,1953-01-22,M,R,OH
249787913,300019,"Senator, 1st Class",Sen.,Thomas,R.,Carper,NA,1947-01-23,M,D,DE
109071031,400064,"Senator, 1st Class",Sen.,Benjamin,L.,Cardin,NA,1943-10-05,M,D,MD
117501995,300018,"Senator, 1st Class",Sen.,Maria,NA,Cantwell,NA,1958-10-13,F,D,WA
22545491,400057,Representative,Rep.,Ken,NA,Calvert,NA,1953-06-08,M,R,CA
278124059,412490,"Senator, 3rd Class",Sen.,Richard,NA,Blumenthal,NA,1946-02-13,M,D,CT
234812598,412427,Representative,Rep.,Larry,NA,Bucshon,NA,1962-05-31,M,R,IN
237299871,412395,Representative,Rep.,Mo,NA,Brooks,NA,1954-04-29,M,R,AL
110545675,412478,Representative,Rep.,Diane,NA,Black,NA,1951-01-16,F,R,TN
239949176,412404,Representative,Rep.,Karen,NA,Bass,NA,1953-10-03,F,D,CA
224285242,412330,"Senator, 3rd Class",Sen.,Michael,NA,Bennet,NA,1964-11-28,M,D,CO
202206694,412251,"Senator, 1st Class",Sen.,John,NA,Barrasso,NA,1952-07-21,M,R,WY
20467163,412196,Representative,Rep.,Vern,NA,Buchanan,NA,1951-05-08,M,R,FL
26051676,412250,Representative,Rep.,Gus,NA,Bilirakis,NA,1963-02-08,M,R,FL
432676344,400616,Representative,Rep.,G.,K.,Butterfield,NA,1947-04-27,M,D,NC
148006729,400029,Representative,Rep.,Rob,NA,Bishop,NA,1951-07-13,M,R,UT
15751083,400052,Representative,Rep.,Michael,C.,Burgess,NA,1950-12-23,M,R,TX
278145569,400032,Representative,Rep.,Marsha,NA,Blackburn,NA,1952-06-06,F,R,TN
5558312,400040,"Senator, 3rd Class",Sen.,John,NA,Boozman,NA,1950-12-10,M,R,AR
148453195,400047,Representative,Rep.,Robert,A.,Brady,NA,1945-04-07,M,D,PA
21157904,400054,"Senator, 3rd Class",Sen.,Richard,M.,Burr,NA,1955-11-30,M,R,NC
43910797,400050,"Senator, 1st Class",Sen.,Sherrod,NA,Brown,NA,1952-11-09,M,D,OH
19926675,400046,Representative,Rep.,Kevin,NA,Brady,NA,1955-04-11,M,R,TX
21269970,400034,"Senator, 3rd Class",Sen.,Roy,NA,Blunt,NA,1950-01-10,M,R,MO
137823987,400033,Representative,Rep.,Earl,NA,Blumenauer,NA,1948-08-16,M,D,OR
249410485,400030,Representative,Rep.,Sanford,D.,Bishop,Jr.,1947-02-04,M,D,GA
19929362,400018,Representative,Rep.,Joe,L.,Barton,NA,1949-09-15,M,R,TX
76649729,300002,"Senator, 2nd Class",Sen.,Lamar,NA,Alexander,NA,1940-07-03,M,R,TN
76452765,400004,Representative,Rep.,Robert,B.,Aderholt,NA,1965-07-22,M,R,AL
NA,400041,Delegate,Del.,Madeleine,Z.,Bordallo,NA,1933-05-31,F,D,GU
995193054,412505,Representative,Rep.,Suzan,K.,DelBene,NA,1962-02-17,F,D,WA
558769636,412501,Representative,Rep.,Suzanne,NA,Bonamici,NA,1954-10-14,F,D,OR
1068481578,412545,"Senator, 1st Class",Sen.,Angus,NA,King,NA,1944-03-31,M,I,ME
402719755,412500,Representative,Rep.,Mark,NA,Amodei,NA,1958-06-12,M,R,NV
1061385474,412558,Representative,Rep.,Michelle,NA,Lujan Grisham,NA,1959-10-24,F,D,NM
1058807868,412526,Representative,Rep.,Ron,NA,DeSantis,NA,1978-09-14,M,R,FL
937723303,412544,Representative,Rep.,John,NA,Delaney,NA,1963-04-16,M,D,MD
