id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,chamber,congress,senate_class,state_rank,lis_id,user_id
B001282,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001282.json,Andy,NA,Barr,NA,7/24/73,M,R,NA,RepAndyBarr,RepAndyBarr,RepAndyBarr,412541,61848,117290,21333,N00031233,/m/0ddc6r6,H0KY06104,https://barr.house.gov,https://barr.house.gov/rss.xml,NA,FALSE,0.485,NA,4,2016,1325,9,0,1/6/19 15:21,ocd-division/country:us/state:ky/cd:6,NA,NA,NA,KY,6,FALSE,2106,0.68,95.9,house,114,NA,NA,NA,1089334250
B000213,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000213.json,Joe,L.,Barton,NA,9/15/49,M,R,NA,RepJoeBarton,RepJoeBarton,repjoebarton,400018,5248,27082,15085,N00005656,/m/03rspq,S4TX00094,https://joebarton.house.gov,NA,NA,FALSE,0.528,NA,32,2016,1325,43,0,7/8/18 18:11,ocd-division/country:us/state:tx/cd:6,NA,NA,NA,TX,6,FALSE,4806,3.25,95.94,house,114,NA,NA,NA,19929362
B001270,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001270.json,Karen,NA,Bass,NA,10/3/53,F,D,NA,RepKarenBass,RepKarenBass,RepKarenBass,412404,62502,28963,21110,N00031877,/m/027g9m6,H0CA33117,https://bass.house.gov,https://bass.house.gov/rss.xml,NA,FALSE,-0.585,NA,6,2016,1325,129,0,1/6/19 15:21,ocd-division/country:us/state:ca/cd:37,NA,NA,NA,CA,37,FALSE,637,9.74,95.07,house,114,NA,NA,NA,239949176
B001281,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001281.json,Joyce,NA,Beatty,NA,3/12/50,F,D,NA,RepBeatty,RepJoyceBeatty,NA,412565,67294,2427,21352,N00033904,/m/03lcwb,H2OH03125,https://beatty.house.gov,https://beatty.house.gov/rss.xml,NA,FALSE,-0.426,NA,4,2016,1325,26,0,7/8/18 18:10,ocd-division/country:us/state:oh/cd:3,NA,NA,NA,OH,3,FALSE,3903,1.96,97.15,house,114,NA,NA,NA,1531521632
B000287,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000287.json,Xavier,NA,Becerra,NA,1/26/58,M,D,NA,RepBecerra,XavierBecerra,XavierBecerra,400021,26567,NA,29316,NA,/m/024trk,H2CA30143,http://becerra.house.gov,https://becerra.house.gov/rss/press-releases.xml,NA,FALSE,-0.512,NA,24,2016,1325,76,1,7/8/18 18:09,ocd-division/country:us/state:ca/cd:34,NA,NA,NA,CA,34,FALSE,634,5.74,95.84,house,114,NA,NA,NA,NA
B001271,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001271.json,Dan,NA,Benishek,NA,4/20/52,M,R,NA,CongressmanDan,CongressmanDan,NA,412436,61860,NA,21141,NA,/m/0bmf7qt,H0MI01088,http://benishek.house.gov,http://benishek.house.gov/rss.xml,NA,FALSE,0.491,NA,6,2016,1325,4,0,7/8/18 18:10,ocd-division/country:us/state:mi/cd:1,NA,NA,NA,MI,1,FALSE,2601,0.3,92.13,house,114,NA,NA,NA,242761889
B001287,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001287.json,Ami,NA,Bera,NA,3/2/65,M,D,NA,RepBera,RepAmiBera,repamibera,412512,1033636,120030,21304,N00030717,/m/0dgqnts,H0CA03078,https://bera.house.gov,https://bera.house.gov/rss.xml,NA,FALSE,-0.229,NA,4,2016,1325,18,0,1/6/19 15:21,ocd-division/country:us/state:ca/cd:7,NA,NA,NA,CA,7,FALSE,607,1.36,90.97,house,114,NA,NA,NA,950783972
B001292,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001292.json,Donald,NA,Beyer,NA,6/20/50,M,D,NA,RepDonBeyer,RepDonBeyer,NA,412657,21141,1707,21554,N00036018,/m/053g16,H4VA08224,https://beyer.house.gov,NA,NA,FALSE,-0.39,NA,2,2016,1325,54,0,1/6/19 15:21,ocd-division/country:us/state:va/cd:8,NA,NA,NA,VA,8,FALSE,5108,4.08,95.59,house,114,NA,NA,NA,2962868158
B001257,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001257.json,Gus,NA,Bilirakis,NA,2/8/63,M,R,NA,RepGusBilirakis,GusBilirakis,RepGusBilirakis,412250,1022873,17318,20758,N00027462,/m/0dy3z1,H6FL09070,https://bilirakis.house.gov,https://bilirakis.house.gov/rss.xml,NA,FALSE,0.405,NA,12,2016,1325,10,0,1/6/19 15:21,ocd-division/country:us/state:fl/cd:12,NA,NA,NA,FL,12,FALSE,1212,0.75,95.97,house,114,NA,NA,NA,26051676
B000490,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000490.json,Sanford,D.,Bishop,Jr.,2/4/47,M,D,NA,SanfordBishop,sanfordbishop,RepSanfordBishop,400030,26194,26817,29339,N00002674,/m/02554k,H2GA02031,https://bishop.house.gov,https://bishop.house.gov/rss.xml,NA,FALSE,-0.282,NA,24,2016,1325,28,0,1/6/19 15:21,ocd-division/country:us/state:ga/cd:2,NA,NA,NA,GA,2,FALSE,1302,2.11,87.74,house,114,NA,NA,NA,249410485
B001250,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001250.json,Rob,NA,Bishop,NA,7/13/51,M,R,NA,RepRobBishop,RepRobBishop,CongressmanBishop,400029,1003621,50544,20357,N00025292,/m/02tn41,H2UT01094,https://robbishop.house.gov,https://robbishop.house.gov/rss.xml,NA,FALSE,0.531,NA,14,2016,1325,66,0,1/4/19 9:25,ocd-division/country:us/state:ut/cd:1,NA,NA,NA,UT,1,FALSE,4901,4.98,95.55,house,114,NA,NA,NA,148006729
B001293,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001293.json,Mike,NA,Bishop,NA,3/18/67,M,R,NA,RepMikeBishop,RepMikeBishop,NA,412635,78290,20157,21527,N00036449,/m/027qc0m,H4MI08135,https://mikebishop.house.gov,NA,NA,FALSE,0.448,NA,2,2016,1325,11,0,7/8/18 18:10,ocd-division/country:us/state:mi/cd:8,NA,NA,NA,MI,8,FALSE,2608,0.83,95.28,house,114,NA,NA,NA,2914571740
B001273,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001273.json,Diane,NA,Black,NA,1/16/51,F,R,NA,RepDianeBlack,DianeBlackTN06,RepDianeBlack,412478,9268964,25292,21180,N00031539,/m/0cyvxl,H0TN06257,https://black.house.gov,NA,NA,FALSE,0.58,NA,6,2016,1325,69,0,7/8/18 18:11,ocd-division/country:us/state:tn/cd:6,NA,NA,NA,TN,6,FALSE,4706,5.21,96.74,house,114,NA,NA,NA,110545675
B001243,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001243.json,Marsha,NA,Blackburn,NA,6/6/52,F,R,NA,MarshaBlackburn,marshablackburn,RepMarshaBlackburn,400032,31226,25186,20351,N00003105,/m/01fnkt,H2TN06030,https://www.blackburn.senate.gov,https://blackburn.house.gov/news/rss.aspx,NA,FALSE,0.615,NA,14,2016,1325,41,0,1/6/19 15:21,ocd-division/country:us/state:tn/cd:7,NA,NA,NA,TN,7,FALSE,4707,3.09,96.18,house,114,NA,NA,NA,278145569
B001294,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001294.json,Rod,NA,Blum,NA,4/26/55,M,R,NA,RepRodBlum,congressmanrodblum,NA,412627,623771,135714,21520,N00033744,/m/0127p02j,H2IA01055,https://blum.house.gov,NA,NA,FALSE,0.515,NA,2,2016,1325,17,0,7/8/18 18:10,ocd-division/country:us/state:ia/cd:1,NA,NA,NA,IA,1,FALSE,1901,1.28,91.97,house,114,NA,NA,NA,2965083477
B000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000574.json,Earl,NA,Blumenauer,NA,8/16/48,M,D,NA,BlumenauerMedia,NA,RepBlumenauer,400033,43809,367,29588,N00007727,/m/033tw8,H6OR03064,https://blumenauer.house.gov,https://blumenauer.house.gov/rss.xml,NA,FALSE,-0.428,NA,22,2016,1325,54,1,1/6/19 15:21,ocd-division/country:us/state:or/cd:3,NA,NA,NA,OR,3,FALSE,4103,4.08,93.94,house,114,NA,NA,NA,137823987
B000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000589.json,John,A.,Boehner,NA,11/17/49,M,R,NA,SpeakerBoehner,SpeakerJohnBoehner,johnboehner,400036,16740,NA,15806,NA,/m/039rwf,,http://boehner.house.gov,NA,NA,FALSE,NA,NA,26,2016,580,564,0,12/8/16 15:01,ocd-division/country:us/state:oh/cd:8,NA,NA,NA,OH,8,FALSE,3908,97.24,68.75,house,114,NA,NA,NA,7713202
B001278,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001278.json,Suzanne,NA,Bonamici,NA,10/14/54,F,D,NA,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,412501,63966,59641,21198,N00033474,/m/02q453x,H2OR01133,https://bonamici.house.gov,https://bonamici.house.gov/rss.xml,NA,FALSE,-0.394,NA,6,2016,1325,33,0,1/6/19 15:21,ocd-division/country:us/state:or/cd:1,NA,NA,NA,OR,1,FALSE,4101,2.49,95.98,house,114,NA,NA,NA,558769636
B001245,Delegate,Del.,https://api.propublica.org/congress/v1/members/B001245.json,Madeleine,Z.,Bordallo,NA,5/31/33,F,D,NA,NA,madeleine.bordallo,NA,400041,1003568,1751,NA,N00024866,/m/01s_xp,H2GU00033,https://bordallo.house.gov,NA,NA,FALSE,NA,NA,14,2016,NA,NA,NA,3/7/18 8:14,ocd-division/country:us/state:gu/cd:79,NA,NA,NA,GU,At-Large,TRUE,6698,NA,NA,house,114,NA,NA,NA,NA
B001295,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001295.json,Mike,NA,Bost,NA,12/30/60,M,R,NA,RepBost,RepBost,NA,412629,76176,6302,21519,N00035420,/m/0kry42,H4IL12060,https://bost.house.gov,https://bost.house.gov/rss.xml,NA,FALSE,0.258,NA,2,2016,1325,60,0,7/8/18 18:10,ocd-division/country:us/state:il/cd:12,NA,NA,NA,IL,12,FALSE,1712,4.53,91.86,house,114,NA,NA,NA,2964877294
B001255,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001255.json,Charles,NA,Boustany,Jr.,2/21/56,M,R,NA,RepBoustany,RepBoustany,boustanyla07,400636,1013047,NA,20514,NA,/m/04wdx3,H4LA07029,http://boustany.house.gov,https://boustany.house.gov/common/rss/index.cfm?rss=82,NA,FALSE,0.392,NA,12,2016,1325,17,0,7/8/18 18:10,ocd-division/country:us/state:la/cd:3,NA,NA,NA,LA,3,FALSE,2203,1.28,95.26,house,114,NA,NA,NA,NA
B001296,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001296.json,Brendan,NA,Boyle,NA,2/6/77,M,D,NA,CongBoyle,CongressmanBoyle,NA,412652,76428,47357,21548,N00035307,/m/04f4fjk,H4PA13199,https://boyle.house.gov,https://boyle.house.gov/rss.xml,NA,FALSE,-0.398,NA,2,2016,1325,58,1,1/6/19 15:21,ocd-division/country:us/state:pa/cd:13,NA,NA,NA,PA,13,FALSE,4213,4.38,94.24,house,114,NA,NA,NA,4304448314
B001227,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001227.json,Robert,A.,Brady,NA,4/7/45,M,D,NA,RepBrady,RepRobertBrady,BradyPA01,400047,55227,2519,29777,N00001619,/m/03tq5z,H8PA01153,https://brady.house.gov,NA,NA,FALSE,-0.484,NA,20,2016,1325,71,0,7/8/18 18:10,ocd-division/country:us/state:pa/cd:1,NA,NA,NA,PA,1,FALSE,4201,5.36,95.93,house,114,NA,NA,NA,148453195
B000755,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000755.json,Kevin,NA,Brady,NA,4/11/55,M,R,NA,RepKevinBrady,kevinbrady,KBrady8,400046,45749,361,29760,N00005883,/m/03tq00,H6TX08100,https://kevinbrady.house.gov,NA,NA,FALSE,0.518,NA,20,2016,1325,61,0,1/6/19 15:21,ocd-division/country:us/state:tx/cd:8,NA,NA,NA,TX,8,FALSE,4808,4.6,97.23,house,114,NA,NA,NA,19926675
B001290,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001290.json,David,A.,Brat,NA,7/27/64,M,R,NA,RepDaveBrat,RepDaveBrat,NA,412605,75248,152270,21553,N00036013,/m/010qykqw,H4VA07143,https://brat.house.gov,NA,NA,FALSE,0.824,NA,4,2016,1325,46,0,7/8/18 18:11,ocd-division/country:us/state:va/cd:7,NA,NA,NA,VA,7,FALSE,5107,3.47,92.34,house,114,NA,NA,NA,2560169238
B001283,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001283.json,Jim,NA,Bridenstine,NA,6/15/75,M,R,NA,RepJBridenstine,CongressmanJimBridenstine,RepJimBridenstine,412567,79705,135894,21354,N00033532,/m/0jwyd6r,H2OK01143,https://bridenstine.house.gov,NA,NA,FALSE,0.689,NA,4,2016,1325,27,0,7/8/18 18:10,ocd-division/country:us/state:ok/cd:1,NA,NA,NA,OK,1,FALSE,4001,2.04,94.45,house,114,NA,NA,NA,1092757885
B001274,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001274.json,Mo,NA,Brooks,NA,4/29/54,M,R,NA,RepMoBrooks,RepMoBrooks,RepMoBrooks,412395,94888,121610,21193,N00030910,/m/0c3xdjf,H0AL05163,https://brooks.house.gov,https://brooks.house.gov/rss.xml,NA,FALSE,0.604,NA,6,2016,1325,12,0,1/6/19 15:21,ocd-division/country:us/state:al/cd:5,NA,NA,NA,AL,5,FALSE,105,0.91,89.34,house,114,NA,NA,NA,237299871
B001284,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001284.json,Susan,NA,Brooks,NA,8/25/60,F,R,NA,SusanWBrooks,congresswomansusanwbrooks,SusanWBrooks,412539,623720,135988,21331,N00033495,/m/0jt8ng2,H2IN05082,https://susanwbrooks.house.gov,https://susanwbrooks.house.gov/rss.xml,NA,FALSE,0.376,NA,4,2016,1325,16,0,1/6/19 15:21,ocd-division/country:us/state:in/cd:5,NA,NA,NA,IN,5,FALSE,1805,1.21,94.73,house,114,NA,NA,NA,1074101017
B000911,Representative,Rep.,https://api.propublica.org/congress/v1/members/B000911.json,Corrine,NA,Brown,NA,11/11/46,F,D,NA,RepCorrineBrown,congresswomanbrown,CongresswomanBrown,400048,26192,NA,29328,NA,/m/0251xd,S0FL00403,https://corrinebrown.house.gov,https://corrinebrown.house.gov/rss.xml,NA,FALSE,-0.429,NA,24,2016,1325,187,0,7/8/18 18:09,ocd-division/country:us/state:fl/cd:5,NA,NA,NA,FL,5,FALSE,1205,14.11,94.82,house,114,NA,NA,NA,NA
B001285,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001285.json,Julia,NA,Brownley,NA,8/28/52,F,D,NA,RepBrownley,RepJuliaBrownley,RepJuliaBrownley,412516,79783,59904,21308,N00034254,/m/027z42z,H2CA00120,https://juliabrownley.house.gov,https://juliabrownley.house.gov/category/press-releases/feed/,NA,FALSE,-0.285,NA,4,2016,1325,11,0,1/6/19 15:21,ocd-division/country:us/state:ca/cd:26,NA,NA,NA,CA,26,FALSE,626,0.83,92.31,house,114,NA,NA,NA,1243902714
B001260,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001260.json,Vern,NA,Buchanan,NA,5/8/51,M,R,NA,VernBuchanan,CongressmanBuchanan,vernbuchanan,412196,1021626,66247,20709,N00027626,/m/0gtjsp,H6FL13148,https://buchanan.house.gov,https://buchanan.house.gov/rss.xml,NA,FALSE,0.36,NA,10,2016,1325,79,1,1/6/19 15:21,ocd-division/country:us/state:fl/cd:16,NA,NA,NA,FL,16,FALSE,1216,5.96,91.97,house,114,NA,NA,NA,20467163
B001297,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001297.json,Ken,NA,Buck,NA,2/16/59,M,R,NA,RepKenBuck,repkenbuck,NA,412619,78285,125319,21510,N00030829,/m/05zzjd2,H4CO04090,https://buck.house.gov,https://buck.house.gov/rss.xml,NA,FALSE,0.754,NA,2,2016,1325,65,0,7/8/18 18:09,ocd-division/country:us/state:co/cd:4,NA,NA,NA,CO,4,FALSE,804,4.91,90.32,house,114,NA,NA,NA,2862577383
B001275,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001275.json,Larry,NA,Bucshon,NA,5/31/62,M,R,NA,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,412427,61837,120335,21132,N00031227,/m/0dd9k_y,H0IN08114,https://bucshon.house.gov,NA,NA,FALSE,0.39,NA,6,2016,1325,10,0,1/6/19 15:21,ocd-division/country:us/state:in/cd:8,NA,NA,NA,IN,8,FALSE,1808,0.75,93.76,house,114,NA,NA,NA,234812598
B001248,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001248.json,Michael,C.,Burgess,NA,12/23/50,M,R,NA,MichaelCBurgess,michaelcburgess,michaelcburgessmd,400052,1003620,50120,20355,N00025219,/m/03tq8_,H2TX26093,https://burgess.house.gov,https://burgess.house.gov/news/rss.aspx,NA,FALSE,0.57,NA,14,2016,1325,7,0,1/6/19 15:21,ocd-division/country:us/state:tx/cd:26,NA,NA,NA,TX,26,FALSE,4826,0.53,90.9,house,114,NA,NA,NA,15751083
B001286,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001286.json,Cheri,NA,Bustos,NA,10/17/61,F,D,NA,RepCheri,RepCheri,RepCheri,412537,63949,134964,21329,N00033390,/m/0jwwtrm,H2IL17071,https://bustos.house.gov,https://bustos.house.gov/category/press-release/feed/,NA,FALSE,-0.235,NA,4,2016,1325,13,0,1/6/19 15:21,ocd-division/country:us/state:il/cd:17,NA,NA,NA,IL,17,FALSE,1717,0.98,92.45,house,114,NA,NA,NA,1092979962
B001251,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001251.json,G.,K.,Butterfield,NA,4/27/47,M,D,NA,GKButterfield,congressmangkbutterfield,GKBNC01,400616,1013540,41077,20340,N00027035,/m/03g_pq,H4NC01046,https://butterfield.house.gov,https://butterfield.house.gov/rss.xml,NA,FALSE,-0.402,NA,14,2016,1325,70,0,1/6/19 15:21,ocd-division/country:us/state:nc/cd:1,NA,NA,NA,NC,1,FALSE,3701,5.28,96.33,house,114,NA,NA,NA,432676344
B001289,Representative,Rep.,https://api.propublica.org/congress/v1/members/B001289.json,Bradley,NA,Byrne,NA,2/16/55,M,R,NA,RepByrne,RepByrne,NA,412601,73486,27584,21376,N00035380,/m/09g6kty,H4AL01123,https://byrne.house.gov,https://byrne.house.gov/rss.xml,NA,FALSE,0.544,NA,4,2016,1325,41,0,1/6/19 15:21,ocd-division/country:us/state:al/cd:1,NA,NA,NA,AL,1,FALSE,101,3.09,96.26,house,114,NA,NA,NA,2253968388
C000059,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000059.json,Ken,NA,Calvert,NA,6/8/53,M,R,NA,KenCalvert,70063393423,RepKenCalvert,400057,26709,26777,29323,N00007099,/m/024xl1,H2CA37023,https://calvert.house.gov,https://calvert.house.gov/rss.xml,NA,FALSE,0.348,NA,24,2016,1325,17,0,1/6/19 15:21,ocd-division/country:us/state:ca/cd:42,NA,NA,NA,CA,42,FALSE,642,1.28,93.58,house,114,NA,NA,NA,22545491
C001036,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001036.json,Lois,NA,Capps,NA,1/10/38,F,D,NA,RepLoisCapps,loiscapps,reploiscapps,400062,54075,NA,29774,NA,/m/024tfg,H8CA22089,http://capps.house.gov,http://capps.house.gov/rss.xml,NA,FALSE,-0.389,NA,20,2016,1325,61,0,7/8/18 18:09,ocd-division/country:us/state:ca/cd:24,NA,NA,NA,CA,24,FALSE,624,4.6,96.44,house,114,NA,NA,NA,292990703
C001037,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001037.json,Michael,E.,Capuano,NA,1/9/52,M,D,NA,RepMikeCapuano,RepMichaelCapuano,RepMikeCapuano,400063,56760,18883,29919,N00000267,/m/028vsm,H8MA08071,http://capuano.house.gov,NA,NA,FALSE,-0.579,NA,18,2016,1325,38,0,7/8/18 18:10,ocd-division/country:us/state:ma/cd:7,NA,NA,NA,MA,7,FALSE,2507,2.87,94.02,house,114,NA,NA,NA,7.47806E+17
C001097,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001097.json,Tony,NA,Cárdenas,NA,3/31/63,M,D,NA,RepCardenas,repcardenas,repcardenas,412517,63934,9754,21309,N00033373,/m/0cgzsw,H2CA28113,https://cardenas.house.gov,https://cardenas.house.gov/rss.xml,NA,FALSE,-0.379,NA,4,2016,1325,112,0,1/6/19 15:21,ocd-division/country:us/state:ca/cd:29,NA,NA,NA,CA,29,FALSE,629,8.45,95.71,house,114,NA,NA,NA,1222257180
C001083,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001083.json,John,NA,Carney,NA,5/20/56,M,D,NA,JohnCarneyde,JohnCarneyDE,RepJohnCarney,412407,94948,NA,21113,NA,/m/027_8wk,H0DE01017,http://johncarney.house.gov,NA,NA,FALSE,-0.256,NA,6,2016,1325,36,0,7/8/18 18:09,ocd-division/country:us/state:de/cd:1,NA,NA,NA,DE,At-Large,TRUE,1000,2.72,94.41,house,114,NA,NA,NA,237770636
C001072,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001072.json,André,NA,Carson,NA,10/16/74,M,D,NA,RepAndreCarson,CongressmanAndreCarson,repandrecarson,412258,1027364,84917,20757,N00029513,/m/03qcvz1,H8IN07184,https://carson.house.gov,https://carson.house.gov/rss.xml,NA,FALSE,-0.428,NA,10,2016,1325,20,0,1/6/19 15:21,ocd-division/country:us/state:in/cd:7,NA,NA,NA,IN,7,FALSE,1807,1.51,95.79,house,114,NA,NA,NA,199325935
